CALL_ID,AGENT_NAME,CUSTOMER_NAME,CALL_DATE,TRANSCRIPT
CALL-1472,Peter Montgomery,Brian Green,2024-08-24,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: Let me guide you through the process. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1473,Norma Fisher,Joshua Carter,2024-06-14,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1474,Peter Montgomery,Stephanie Lawrence,2025-02-23,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1475,Theodore Mcgrath,Sean Green,2024-12-31,"Agent: Good afternoon, how may I assist you? Customer: My order hasn't arrived yet. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1476,Susan Levy,Austin Boyer,2024-08-25,"Agent: Hi, how can I help you today? Customer: I'm having trouble logging into my account. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1477,Peter Montgomery,Joseph Freeman,2024-11-28,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: Let me guide you through the process. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1478,Brian Hamilton,Kimberly Maynard,2024-12-23,"Agent: Hi, how can I help you today? Customer: My order hasn't arrived yet. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1479,Stephanie Collins,Brandi Meyer,2024-06-30,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: Let me guide you through the process. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1480,Jorge Sullivan,Melanie Johnson,2024-10-12,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1481,Elizabeth Woods,Michelle Kelley,2025-01-30,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1482,Susan Levy,Mary Alvarez,2025-02-16,"Agent: Good afternoon, how may I assist you? Customer: I'm having trouble logging into my account. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1483,Susan Levy,Nicholas Massey,2024-10-31,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: Let me guide you through the process. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1484,Theodore Mcgrath,Debbie Waters MD,2024-06-05,"Agent: Good afternoon, how may I assist you? Customer: I need to reset my password but I'm not receiving the email. Agent: Let me guide you through the process. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1485,Theodore Mcgrath,Lisa Johnston,2025-01-19,"Agent: Good afternoon, how may I assist you? Customer: I'm having trouble logging into my account. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1486,Theodore Mcgrath,Matthew Russo,2024-11-10,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1487,Stephanie Sutton,Mary Alvarez,2025-02-20,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1488,Brian Hamilton,April Snyder,2024-07-30,"Agent: Good afternoon, how may I assist you? Customer: I need to reset my password but I'm not receiving the email. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1489,Susan Levy,Danielle Castro,2024-11-28,"Agent: Hi, how can I help you today? Customer: My order hasn't arrived yet. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1490,Peter Montgomery,Michael Stewart,2025-02-20,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1491,Susan Wagner,Joseph Jones,2024-10-05,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1492,Elizabeth Woods,Cheryl Bradley,2024-08-17,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1493,Elizabeth Woods,Travis Schultz,2025-01-01,"Agent: Good afternoon, how may I assist you? Customer: My order hasn't arrived yet. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1494,Susan Wagner,April Snyder,2024-05-09,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1495,Elizabeth Woods,Richard Higgins,2024-06-16,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1496,Stephanie Collins,Kristin Potts,2024-08-13,"Agent: Good afternoon, how may I assist you? Customer: The product I received is damaged. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1497,Stephanie Collins,Jacob Hooper,2025-04-09,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1498,Susan Wagner,Caleb Clark,2025-01-15,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1499,Stephanie Sutton,Jacob Hooper,2024-05-16,"Agent: Good afternoon, how may I assist you? Customer: My order hasn't arrived yet. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1500,Elizabeth Woods,Gloria King,2024-05-01,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1501,Elizabeth Woods,Jesse Sparks,2024-08-08,"Agent: Good afternoon, how may I assist you? Customer: I need to reset my password but I'm not receiving the email. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1502,Stephanie Sutton,Charles Wolfe,2024-10-02,"Agent: Good afternoon, how may I assist you? Customer: The product I received is damaged. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1503,Susan Levy,Alex Woodward,2024-11-21,"Agent: Good afternoon, how may I assist you? Customer: I'm having trouble logging into my account. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1504,Susan Wagner,William Gonzalez,2025-04-11,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1505,Theodore Mcgrath,George Allen,2024-12-12,Agent: Hello! Thanks for calling our support. Customer: I'm having trouble logging into my account. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1506,Susan Wagner,Alexa Hernandez,2025-01-31,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: Let me guide you through the process. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1507,Peter Montgomery,Kelsey Davis,2024-10-01,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1508,Stephanie Collins,Walter Pratt,2024-10-20,"Agent: Hi, how can I help you today? Customer: I'm having trouble logging into my account. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1509,Peter Montgomery,Richard Higgins,2024-06-09,"Agent: Good afternoon, how may I assist you? Customer: I need to reset my password but I'm not receiving the email. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1510,Brian Hamilton,Jamie Hutchinson,2025-02-14,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1511,Jorge Sullivan,James Stone,2024-08-07,"Agent: Hi, how can I help you today? Customer: I'm having trouble logging into my account. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1512,Susan Levy,Matthew Russo,2024-09-15,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1513,Susan Wagner,Jennifer Summers,2024-08-19,"Agent: Hi, how can I help you today? Customer: I'm having trouble logging into my account. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1514,Susan Levy,Michelle Hughes,2025-04-04,"Agent: Good afternoon, how may I assist you? Customer: The product I received is damaged. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1515,Brian Hamilton,Faith Cabrera,2025-02-18,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1516,Susan Levy,Melanie Johnson,2025-01-17,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1517,Stephanie Sutton,Nicholas Massey,2025-04-18,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1518,Jorge Sullivan,Kimberly Myers,2024-07-16,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1519,Susan Levy,Jennifer Summers,2024-12-18,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: Let me guide you through the process. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1520,Elizabeth Woods,Austin Boyer,2024-06-03,"Agent: Good afternoon, how may I assist you? Customer: My order hasn't arrived yet. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1521,Susan Levy,Nicholas Kline,2024-05-14,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1522,Elizabeth Woods,Charles Wolfe,2024-05-28,"Agent: Good afternoon, how may I assist you? Customer: I need to reset my password but I'm not receiving the email. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1523,Elizabeth Woods,Desiree Cain,2025-03-04,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1524,Theodore Mcgrath,Melanie Johnson,2024-08-10,"Agent: Good afternoon, how may I assist you? Customer: The product I received is damaged. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1525,Stephanie Sutton,Lisa Johnston,2024-08-27,"Agent: Good afternoon, how may I assist you? Customer: My order hasn't arrived yet. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1526,Theodore Mcgrath,Michael Stewart,2024-11-24,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1527,Peter Montgomery,Kenneth Kent,2024-09-10,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: Let me guide you through the process. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1528,Elizabeth Woods,Heather Roberts,2024-06-15,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1529,Elizabeth Woods,Paul Brown,2024-11-22,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1530,Brian Hamilton,Autumn Robinson,2025-03-30,"Agent: Hi, how can I help you today? Customer: I'm having trouble logging into my account. Agent: I'll look into the issue right away. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1531,Theodore Mcgrath,Heather Roberts,2024-08-05,"Agent: Good afternoon, how may I assist you? Customer: I'm having trouble logging into my account. Agent: I'll look into the issue right away. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1532,Stephanie Collins,Hannah Wiggins,2025-04-11,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1533,Norma Fisher,Caroline Chambers,2025-04-23,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1534,Stephanie Collins,Charles Wolfe,2025-02-20,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: Let me guide you through the process. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1535,Jorge Sullivan,Jesse Sparks,2024-07-03,Agent: Hello! Thanks for calling our support. Customer: I'm having trouble logging into my account. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1536,Stephanie Sutton,Debbie Waters MD,2024-05-27,"Agent: Good afternoon, how may I assist you? Customer: The product I received is damaged. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1537,Susan Wagner,Jacob Hooper,2024-10-09,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1538,Jorge Sullivan,Hannah Wiggins,2025-03-31,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1539,Stephanie Sutton,Laurie Wallace,2024-08-21,"Agent: Hi, how can I help you today? Customer: I'm having trouble logging into my account. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1540,Susan Levy,Autumn Robinson,2024-08-18,"Agent: Good afternoon, how may I assist you? Customer: I need to reset my password but I'm not receiving the email. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1541,Susan Levy,Jennifer Bates,2024-11-18,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1542,Stephanie Sutton,Joshua Carter,2024-06-22,"Agent: Good afternoon, how may I assist you? Customer: I need to reset my password but I'm not receiving the email. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1543,Theodore Mcgrath,Barbara Sanders,2024-12-09,"Agent: Hi, how can I help you today? Customer: I'm having trouble logging into my account. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1544,Susan Wagner,William Garcia,2024-11-20,"Agent: Good afternoon, how may I assist you? Customer: The product I received is damaged. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1545,Susan Wagner,Nicole Henson,2024-12-30,Agent: Hello! Thanks for calling our support. Customer: I'm having trouble logging into my account. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1546,Peter Montgomery,Michelle Hughes,2024-07-21,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1547,Jorge Sullivan,Mitchell Smith,2024-11-23,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1548,Jorge Sullivan,Lisa Johnston,2024-06-10,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1549,Stephanie Sutton,Jonathan Williams,2024-10-07,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1550,Elizabeth Woods,Mary Alvarez,2025-01-02,"Agent: Good afternoon, how may I assist you? Customer: My order hasn't arrived yet. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1551,Jorge Sullivan,Patrick Rogers,2024-11-28,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1552,Stephanie Collins,Joseph Jones,2024-10-04,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: Let me guide you through the process. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1553,Elizabeth Woods,Jeremy Green,2025-02-12,"Agent: Hi, how can I help you today? Customer: My order hasn't arrived yet. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1554,Susan Wagner,Alexa Hernandez,2025-02-27,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1555,Elizabeth Woods,Susan Williams,2025-04-17,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1556,Elizabeth Woods,Kimberly Myers,2025-03-03,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: Let me guide you through the process. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1557,Norma Fisher,Nicholas Massey,2024-08-17,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1558,Theodore Mcgrath,David Williams,2024-08-22,"Agent: Hi, how can I help you today? Customer: I'm having trouble logging into my account. Agent: Let me guide you through the process. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1559,Brian Hamilton,Cheryl Bradley,2024-10-19,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1560,Peter Montgomery,Jenny Richardson,2024-09-22,"Agent: Good afternoon, how may I assist you? Customer: My order hasn't arrived yet. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1561,Elizabeth Woods,Jacob Hooper,2024-12-07,"Agent: Good afternoon, how may I assist you? Customer: I'm having trouble logging into my account. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1562,Brian Hamilton,Lauren Hayes,2024-12-31,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1563,Elizabeth Woods,Margaret Jones,2024-06-23,"Agent: Good afternoon, how may I assist you? Customer: The product I received is damaged. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1564,Susan Levy,Angela Salazar,2024-06-30,"Agent: Hi, how can I help you today? Customer: I'm having trouble logging into my account. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1565,Peter Montgomery,Marc Williams,2024-06-17,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1566,Stephanie Collins,Cheryl Bradley,2025-01-26,"Agent: Good afternoon, how may I assist you? Customer: I'm having trouble logging into my account. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1567,Norma Fisher,Emily Howard,2024-06-16,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1568,Norma Fisher,William Gonzalez,2024-09-26,"Agent: Good afternoon, how may I assist you? Customer: The product I received is damaged. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1569,Susan Levy,James Stone,2024-10-03,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1570,Stephanie Sutton,Amy Lowe,2024-12-16,"Agent: Hi, how can I help you today? Customer: My order hasn't arrived yet. Agent: Let me guide you through the process. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1571,Brian Hamilton,Hannah Wiggins,2024-10-29,"Agent: Hi, how can I help you today? Customer: My order hasn't arrived yet. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1572,Brian Hamilton,Travis Schultz,2024-06-24,"Agent: Hi, how can I help you today? Customer: My order hasn't arrived yet. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1573,Peter Montgomery,Jacob Hooper,2024-12-04,"Agent: Good afternoon, how may I assist you? Customer: My order hasn't arrived yet. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1574,Theodore Mcgrath,Desiree Cain,2025-01-15,Agent: Hello! Thanks for calling our support. Customer: I'm having trouble logging into my account. Agent: Let me guide you through the process. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1575,Stephanie Sutton,Walter Pratt,2024-08-25,"Agent: Good afternoon, how may I assist you? Customer: My order hasn't arrived yet. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1576,Stephanie Collins,Eric Owens PhD,2024-09-15,"Agent: Good afternoon, how may I assist you? Customer: I need to reset my password but I'm not receiving the email. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1577,Elizabeth Woods,Sean Green,2025-01-01,Agent: Hello! Thanks for calling our support. Customer: I'm having trouble logging into my account. Agent: Let me guide you through the process. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1578,Peter Montgomery,Faith Cabrera,2024-10-31,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1579,Stephanie Collins,Sarah Villanueva,2025-02-13,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1580,Norma Fisher,Charles Wolfe,2024-10-09,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1581,Norma Fisher,Jennifer Bates,2024-07-24,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1582,Susan Wagner,Jessica Thompson,2024-11-02,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1583,Theodore Mcgrath,Stephanie Hayes,2024-11-06,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: Let me guide you through the process. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1584,Theodore Mcgrath,Jennifer Morales,2025-01-25,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1585,Jorge Sullivan,Laurie Wallace,2024-11-11,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1586,Norma Fisher,Jennifer Miller,2024-09-01,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: Let me guide you through the process. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1587,Stephanie Collins,Joshua Carter,2024-11-08,"Agent: Good afternoon, how may I assist you? Customer: I'm having trouble logging into my account. Agent: Let me guide you through the process. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1588,Peter Montgomery,Joshua Clark,2025-01-09,"Agent: Hi, how can I help you today? Customer: My order hasn't arrived yet. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1589,Jorge Sullivan,Albert Williams,2024-05-24,"Agent: Good afternoon, how may I assist you? Customer: My order hasn't arrived yet. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1590,Norma Fisher,Laurie Wallace,2024-10-20,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: Let me guide you through the process. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1591,Susan Wagner,Douglas Allen,2024-08-25,"Agent: Good afternoon, how may I assist you? Customer: I need to reset my password but I'm not receiving the email. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1592,Brian Hamilton,Whitney Stark,2024-06-25,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1593,Norma Fisher,Collin Lopez,2025-02-14,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
